COURSE NUMBER,COURSE NAME,CRN,INSTRUCTOR,DAYS,TIME,BUILDING,ROOM,SEATS AVAILABLE
STAT9000,Doctoral Research,38972,Yang Yang,No days set,0001-2359,No Classroom Required,NCRR,0
STAT9000,Doctoral Research,54418,Qian Xiao,No days set,0001-2359,No Classroom Required,NCRR,0
STAT9000,Doctoral Research,55330,Ting Zhang,No days set,0001-2359,No Classroom Required,NCRR,0
STAT9000,Doctoral Research,66530,Shuyang Bai,No days set,0001-2359,No Classroom Required,NCRR,0
STAT9300,Doctoral Dissertation,30355,Yuan Ke,No days set,0001-2359,No Classroom Required,NCRR,0
STAT9300,Doctoral Dissertation,30357,Abhyuday Mandal,No days set,0001-2359,No Classroom Required,NCRR,0
STAT9300,Doctoral Dissertation,30373,Mohamad Kazem Shirani Faradonbeh,No days set,0001-2359,No Classroom Required,NCRR,0
STAT9300,Doctoral Dissertation,30374,Yuan Ke,No days set,0001-2359,No Classroom Required,NCRR,0
STAT9300,Doctoral Dissertation,30375,Jeongyoun Ahn,No days set,0001-2359,No Classroom Required,NCRR,1
STAT9300,Doctoral Dissertation,30376,Peggy Seymour,No days set,0001-2359,No Classroom Required,NCRR,0
STAT9300,Doctoral Dissertation,30377,Shuyang Bai,No days set,0001-2359,No Classroom Required,NCRR,0
STAT9300,Doctoral Dissertation,30378,Yuan Ke,No days set,0001-2359,No Classroom Required,NCRR,0
STAT9300,Doctoral Dissertation,30379,Wenzuan Zhong,No days set,0001-2359,No Classroom Required,NCRR,0
STAT9300,Doctoral Dissertation,30381,Ping Ma,No days set,0001-2359,No Classroom Required,NCRR,0
STAT9300,Doctoral Dissertation,30383,Liang Liu,No days set,0001-2359,No Classroom Required,NCRR,0
STEX1002,null,25502,Yana Cornish,No days set,0001-2359,No Classroom Required,NCRR,17
STEX1003,null,68813,Yana Cornish,No days set,0001-2359,No Classroom Required,NCRR,19
STEX1005,null,66305,Miguel Cabrera,No days set,0001-2359,No Classroom Required,NCRR,2
SUST4200,Interdisciplinary Sustainability Seminar,61890,Tyra Byers,T,0800-0915,Zell B Miller Learning Center,147,1
SUST4200,Interdisciplinary Sustainability Seminar,61891,Tyra Byers,T,1420-1535,Biological Science,326,4
SUST4500S,Interdisciplinary Sustainability Capstone,64346,Tyra Byers,MWF,1350-1440,Zell B Miller Learning Center,348,1
SUST6200,Interdisciplinary Sustainability Seminar,61893,Tyra Byers,T,0800-0915,Zell B Miller Learning Center,147,1
SUST6200,Interdisciplinary Sustainability Seminar,68113,Tyra Byers,T,1420-1535,Biological Science,326,-1
SUST6500S,Interdisciplinary Sustainability Capstone,67889,Tyra Byers,MWF,1350-1440,Zell B Miller Learning Center,348,0
SWAH1020,Elementary Swahili II,24568,Dainess Maganda,F,0910-1000,Zell B Miller Learning Center,214,2
SWAH1020,Elementary Swahili II,24568,Dainess Maganda,MW,0910-1110,Zell B Miller Learning Center,207,2
SWAH1020,Elementary Swahili II,68159,Fabian Maganda,TR,1110-1225,Journalism,514,0
SWAH1020,Elementary Swahili II,68159,Fabian Maganda,MF,1130-1220,Journalism,501,0
SWAH2020,Intermediate Swahili II,48040,Pamela Kimario,MWF,1130-1220,Zell B Miller Learning Center,147,10
SWAH3020,Culture and Identity Linkages of the Swahili with the Outside World II,27217,Dainess Maganda,MWF,1130-1220,Zell B Miller Learning Center,253,29
SWAH3020,Culture and Identity Linkages of the Swahili with the Outside World II,45048,Fabian Maganda,MWF,1720-1810,Zell B Miller Learning Center,247,35
SWAH3020,Culture and Identity Linkages of the Swahili with the Outside World II,49875,Fabian Maganda,TR,1730-1845,Zell B Miller Learning Center,245,28
SXCH1001,null,25494,Yana Cornish,No days set,0001-2359,No Classroom Required,NCRR,12
SXCH1002,null,65818,Yana Cornish,No days set,0001-2359,No Classroom Required,NCRR,1
SXCH1003,null,69052,Yana Cornish,No days set,0001-2359,No Classroom Required,NCRR,0
SXCH1005,null,65820,Robert Moser,No days set,0001-2359,No Classroom Required,NCRR,0
THEA2000,Appreciation of Theatre,68264,Hannah Gunson,MWF,0800-0850,Fine Arts,400,28
THEA2010,Introduction to Acting,25839,Thomas Marotta,TR,0935-1050,Fine Arts,352,1
THEA2010,Introduction to Acting,53004,Fiona Schirmer,MWF,1120-1220,Fine Arts,352,0
THEA2040,Applied Drama Laboratory,25771,Tina Hantula,No days set,0001-2359,No Classroom Required,NCRR,4
THEA2050,Applied Drama Laboratory,25776,Tina Hantula,No days set,0001-2359,No Classroom Required,NCRR,11
THEA2060,Applied Drama Laboratory,25778,Tina Hantula,No days set,0001-2359,No Classroom Required,NCRR,9
THEA2110,Voices of Diversity in American Drama and Theatre,68124,Asia Meana,TR,1420-1535,Fine Arts,303,1
THEA3020,Basic Dramatic Writing,59599,Antje Ascheid,TR,1245-1400,Fine Arts,53,2
THEA3290,Script Analysis,26290,Farley Richmond,MWF,1020-1110,Fine Arts,201,0
THEA3300,Foundations of Performance Design,47539,Christian DeAngelis,TR,1110-1225,Fine Arts,201,1
THEA3500,Acting I: Foundations of Acting,48975,Rachel Mewbron,MWF,1350-1550,Fine Arts,115,0
THEA3600,Fundamentals of Acting on Camera,53016,Julian Borris,MWF,1130-1220,Fine Arts,151,1
THEA4000,Dramatic Writing I,65131,John Bray,TR,1110-1225,Fine Arts,303,1
THEA4210,Theatre and Modernity,25865,David Saltz,TR,0935-1050,Fine Arts,53,2
THEA4280,Women in Performance,68114,Vivian Appler,MW,1500-1700,Fine Arts,350,12
THEA4400,Asian Theatre and Drama,64653,Farley Richmond,MWF,1350-1440,Fine Arts,201,16
THEA4900,Performance and Simulation,68128,Jennifer Marks,TR,1420-1710,Fine Arts,151,4
THEA4960R,Faculty-Mentored Undergraduate Research I,69670,Vivian Appler,No days set,0001-2359,No Classroom Required,NCRR,4
THEA4970R,Faculty-Mentored Undergraduate Research II,69289,George Contini,No days set,0001-2359,No Classroom Required,NCRR,0
THEA4970R,Faculty-Mentored Undergraduate Research II,69617,George Contini,No days set,0001-2359,No Classroom Required,NCRR,4
THEA5053,Senior Seminar,59391,George Contini,No days set,0001-2359,No Classroom Required,NCRR,0
THEA5080,Production Practicum,29705,Chelsea Taylor,No days set,0001-2359,No Classroom Required,NCRR,4
THEA5080,Production Practicum,55051,George Contini,No days set,0001-2359,No Classroom Required,NCRR,6
THEA5080,Production Practicum,55604,Daniel Ellis,No days set,0001-2359,No Classroom Required,NCRR,16
THEA5080,Production Practicum,66814,Farley Richmond,No days set,0001-2359,No Classroom Required,NCRR,5
THEA5331,Shakespeare,68178,Rachel Mewbron,MWF,1020-1220,Fine Arts,115,4
THEA5341,History of Architecture and Decoration,68118,Ivan Ingermann,TR,1110-1225,Fine Arts,205,0
THEA5380,Design 3D Manufacturing and Technology for the Entertainment Arts,69250,Ivan Ingermann,TR,0935-1050,No Classroom Required,NCRR,11
THEA5480,Topics in Design,68122,Christian DeAngelis,TR,1245-1400,Fine Arts,205,10
THEA5550,Musical Theatre Performance Styles,61144,Maurice Chinnery,MWF,1610-1730,Fine Arts,115,4
THEA5570,Acting for the Camera,64650,George Contini,TR,1110-1400,Fine Arts,151,1
THEA5580,Performance Topics,44931,George Contini,TR,1420-1710,Fine Arts,115,0
THEA5580,Performance Topics,68179,Marta Ruiz Carrera,MWF,1350-1550,Fine Arts,352,1
THEA5590,Special Projects in Drama,62801,Chelsea Taylor,No days set,0001-2359,No Classroom Required,NCRR,4
THEA5600,Play Direction,61114,Thomas Marotta,TR,1420-1710,Fine Arts,352,0
THEA5680,Topics in Dramatic Writing,66676,John Bray,No days set,0001-2359,No Classroom Required,NCRR,0
THEA5700,Internship in Theatre/Film/Animation,66420,John Bray,No days set,0001-2359,No Classroom Required,NCRR,4
THEA5700,Internship in Theatre/Film/Animation,69773,Chelsea Taylor,No days set,0001-2359,No Classroom Required,NCRR,4
THEA5780,Topics in Computer Technology,68012,John Gibbs,TR,1245-1400,Fine Arts,255,1
THEA5810,Computer Animation for Dramatic Media I,63000,Jingyi Zhang,TR,1420-1545,Fine Arts,255,2
THEA5810,Computer Animation for Dramatic Media I,69269,James Hussey,MWF,1500-1550,Fine Arts,255,3
THEA5820,Computer Animation for Dramatic Media II,26334,James Hussey,MWF,1130-1220,Fine Arts,255,9
THEA5880,Sound Effects for Stage and Screen,64700,John Gibbs,TR,0935-1050,Fine Arts,255,3
THEA6000,Dramatic Writing I,65132,John Bray,TR,1110-1225,Fine Arts,303,3
THEA6210,Theatre and Modernity,25866,David Saltz,TR,0935-1050,Fine Arts,53,3
THEA6280,Women in Performance,68115,Vivian Appler,MW,1500-1700,Fine Arts,350,3
THEA6400,Asian Theatre and Drama,64654,Farley Richmond,MWF,1350-1440,Fine Arts,201,5
THEA6700,Dramaturgy,69068,John Bray,No days set,0001-2359,No Classroom Required,NCRR,0
THEA6900,Performance and Simulation,68130,Jennifer Marks,TR,1420-1710,Fine Arts,151,6
THEA7005,Graduate Student Seminar,33219,George Contini,No days set,0001-2359,No Classroom Required,NCRR,4
THEA7005,Graduate Student Seminar,65614,John Gibbs,No days set,0001-2359,No Classroom Required,NCRR,5
THEA7005,Graduate Student Seminar,65615,Ivan Ingermann,No days set,0001-2359,No Classroom Required,NCRR,6
THEA7050,Applied Drama Laboratory,32518,Ivan Ingermann,No days set,0001-2359,No Classroom Required,NCRR,6
THEA7060,Applied Drama Laboratory,38745,Ivan Ingermann,No days set,0001-2359,No Classroom Required,NCRR,6
THEA7070,Applied Drama Laboratory,46945,Ivan Ingermann,No days set,0001-2359,No Classroom Required,NCRR,6
THEA7080,Production Practicum,32520,David Saltz,No days set,0001-2359,No Classroom Required,NCRR,2
THEA7080,Production Practicum,58544,Christian DeAngelis,No days set,0001-2359,No Classroom Required,NCRR,4
THEA7080,Production Practicum,58556,Julie Ray,No days set,0001-2359,No Classroom Required,NCRR,4
THEA7080,Production Practicum,62371,Ivan Ingermann,No days set,0001-2359,No Classroom Required,NCRR,3
THEA7080,Production Practicum,62862,Thomas Marotta,No days set,0001-2359,No Classroom Required,NCRR,4
THEA7200,Graduate Thesis Research,63315,Christian DeAngelis,No days set,0001-2359,No Classroom Required,NCRR,4
THEA7200,Graduate Thesis Research,66351,Julie Ray,No days set,0001-2359,No Classroom Required,NCRR,4
THEA7220,Graduate Thesis Writing,62998,Christian DeAngelis,No days set,0001-2359,No Classroom Required,NCRR,5
THEA7220,Graduate Thesis Writing,63113,James Hussey,No days set,0001-2359,No Classroom Required,NCRR,4
THEA7300,MFA Project,55145,Ivan Ingermann,No days set,0001-2359,No Classroom Required,NCRR,4
THEA7300,MFA Project,55463,Thomas Marotta,No days set,0001-2359,No Classroom Required,NCRR,3
THEA7300,MFA Project,58548,George Contini,No days set,0001-2359,No Classroom Required,NCRR,2
THEA7300,MFA Project,58549,Christian DeAngelis,No days set,0001-2359,No Classroom Required,NCRR,4
THEA7300,MFA Project,66778,Julie Ray,No days set,0001-2359,No Classroom Required,NCRR,4
THEA7300,MFA Project,69393,David Saltz,No days set,0001-2359,No Classroom Required,NCRR,0
THEA7300,MFA Project,69590,Ivan Ingermann,No days set,0001-2359,No Classroom Required,NCRR,10
THEA7300,MFA Project,69791,James Hussey,No days set,0001-2359,No Classroom Required,NCRR,4
THEA7341,History of Architecture and Decoration,68121,Ivan Ingermann,TR,1110-1225,Fine Arts,205,4
THEA7351,Graduate Scenic Design I,48966,Julie Ray,MWF,1020-1220,Fine Arts,205,2
THEA7380,Design 3D Manufacturing and Technology for the Entertainment Arts,69251,Ivan Ingermann,TR,0935-1050,No Classroom Required,NCRR,0
THEA7480,Topics in Design,68123,Christian DeAngelis,TR,1245-1400,Fine Arts,205,4
THEA7550,Genre and Style,68053,George Contini,TR,1420-1710,Fine Arts,115,5
THEA7560,Projects in Theatre,46598,Christian DeAngelis,No days set,0001-2359,No Classroom Required,NCRR,5
THEA7560,Projects in Theatre,58545,George Contini,No days set,0001-2359,No Classroom Required,NCRR,4
THEA7560,Projects in Theatre,58546,John Gibbs,No days set,0001-2359,No Classroom Required,NCRR,4
THEA7560,Projects in Theatre,59322,Julie Ray,No days set,0001-2359,No Classroom Required,NCRR,4
THEA7560,Projects in Theatre,63112,Ivan Ingermann,No days set,0001-2359,No Classroom Required,NCRR,4
THEA7560,Projects in Theatre,63148,John Bray,No days set,0001-2359,No Classroom Required,NCRR,5
THEA7580,Performance Topics,68116,Vivian Appler,MW,0910-1110,Fine Arts,352,4
THEA7610,Play Direction Laboratory,64680,Thomas Marotta,TR,1420-1710,Fine Arts,352,0
THEA7680,Topics in Dramatic Writing,68843,John Bray,No days set,0001-2359,No Classroom Required,NCRR,0
THEA7732,Cutting and Draping Patterns for Costuming,68024,Tina Hantula,MWF,0800-1000,Fine Arts,155,5
THEA7751,Graduate Scenic Design II,48968,Julie Ray,MWF,1020-1220,Fine Arts,205,3
THEA7753,Graduate Scenic Design III,26349,Julie Ray,MWF,1020-1220,Fine Arts,205,3
THEA7760,Teaching for the Entertainment Industry,69589,Ivan Ingermann,No days set,0001-2359,No Classroom Required,NCRR,10
THEA7780,Topics in Computer Technology,68015,John Gibbs,TR,1245-1400,Fine Arts,255,4
THEA7781,Dramatic Media Studio I,40796,David Kreutzer,No days set,0001-2359,No Classroom Required,NCRR,5
THEA7782,Dramatic Media Studio II,26361,David Kreutzer,No days set,0001-2359,No Classroom Required,NCRR,4
THEA7783,Dramatic Media Studio III,26364,David Kreutzer,No days set,0001-2359,No Classroom Required,NCRR,4
THEA7784,Dramatic Media Studio IV,37649,David Kreutzer,No days set,0001-2359,No Classroom Required,NCRR,3
THEA7815,Computer Animation for Dramatic Media I,53064,James Hussey,MWF,1500-1550,Fine Arts,255,2
THEA7820,Computer Animation for Dramatic Media II,62709,James Hussey,MWF,1130-1220,Fine Arts,255,4
THEA7875,Interactive Multimedia and Live Performance,68942,David Saltz,TR,1555-1710,Fine Arts,255,12
THEA7880,Sound Effects for Stage and Screen,64701,John Gibbs,TR,0935-1050,Fine Arts,255,4
THEA7970,Design Portfolio,69618,Ivan Ingermann,No days set,0001-2359,No Classroom Required,NCRR,0
THEA7970,Design Portfolio,69621,Julie Ray,No days set,0001-2359,No Classroom Required,NCRR,4
THEA8020,Doctoral Study Support Seminar II,65830,David Saltz,No days set,0001-2359,No Classroom Required,NCRR,4
THEA8400,Seminar in Dramatic Theory and Criticism,57223,Emily Sahakian,TR,1110-1225,Fine Arts,310,5
THEA9005,Doctoral Graduate Student Seminar,33216,David Saltz,No days set,0001-2359,No Classroom Required,NCRR,3
THEA9020,Research Seminar and Special Problems in the Performance Arts II,66182,Vivian Appler,No days set,0001-2359,No Classroom Required,NCRR,4
THEA9300,Doctoral Dissertation,33204,David Saltz,No days set,0001-2359,No Classroom Required,NCRR,0
THEA9300,Doctoral Dissertation,55295,Richard Neupert,No days set,0001-2359,No Classroom Required,NCRR,4
THEA9300,Doctoral Dissertation,58882,Vivian Appler,No days set,0001-2359,No Classroom Required,NCRR,3
THEA9300,Doctoral Dissertation,66444,John Bray,No days set,0001-2359,No Classroom Required,NCRR,4
TXMI2010,Creativity in Fashion and Interiors,48535,Jeyeon Jo,TR,1420-1535,Zell B Miller Learning Center,213,17
TXMI2010,Creativity in Fashion and Interiors,64108,Elizabeth Weigle,MWF,1020-1110,Zell B Miller Learning Center,214,12
TXMI2370,Studio II: Introduction to Space Planning and Layout for Residential Design,27615,Thea Ellenberg,TR,1420-1710,Barrow Hall,216,13
TXMI3010,Directed Research,50708,Yoo-Kyoung Seock,No days set,0001-2359,No Classroom Required,NCRR,4
TXMI3010,Directed Research,61621,Laura McAndrews,No days set,0001-2359,No Classroom Required,NCRR,4
TXMI3010,Directed Research,66801,Instructor not yet assigned,No days set,0001-2359,No Classroom Required,NCRR,5
TXMI3210,Fundamentals of Fashion Merchandising,46996,Elizabeth Weigle,MWF,1350-1440,Zell B Miller Learning Center,150,16
TXMI3210,Fundamentals of Fashion Merchandising,56513,ShaMira Covington,TR,0935-1050,Zell B Miller Learning Center,250,6
TXMI3210,Fundamentals of Fashion Merchandising,68444,Laura McAndrews,TR,1420-1535,Physics,303,5
TXMI3230,Popular Culture and Fashion,52979,Monica Sklar,TR,1110-1225,Zell B Miller Learning Center,213,0
TXMI3240,Retail Planning and Buying,27618,Jewon Lyu,MWF,1020-1110,Dawson Hall,264,6
TXMI3320S,Residential Building Construction and Materials with Service Learning,56514,Thea Ellenberg,TR,1110-1225,Barrow Hall,203,14
TXMI3330,Computer-Aided Residential Design,48507,Kim Meister,MWF,0800-1000,Barrow Hall,216,17
TXMI3370,Residential Building Systems and Lighting Design,35118,Thea Ellenberg,TR,1245-1400,Barrow Hall,203,0
TXMI3390,Studio IV: Universal and Sustainable Residential Design,52980,Thea Ellenberg,MWF,1020-1220,Barrow Hall,216,3
TXMI3500,Textiles,27622,Suraj Sharma,MWF,1020-1110,Zell B Miller Learning Center,213,0
TXMI3520,Textile Testing,35131,Suraj Sharma,M,1350-1550,Dawson Hall,306,1
TXMI3520,Textile Testing,46674,Vladimir Reukov,M,1500-1700,Dawson Hall,312,3
TXMI3520L,Textile Testing Laboratory,67276,Suraj Sharma,W,1350-1700,Dawson Hall,308,1
TXMI3520L,Textile Testing Laboratory,67280,Suraj Sharma,F,1350-1700,Dawson Hall,308,0
TXMI3520L,Textile Testing Laboratory,67282,Vladimir Reukov,T,1420-1720,Dawson Hall,308,0
TXMI3520L,Textile Testing Laboratory,67283,Vladimir Reukov,R,1420-1700,Dawson Hall,308,3
TXMI3530,Apparel Quality Analysis,27625,Gregory Vessels,MWF,0800-0850,Geography Geology,0200A,25
TXMI3540,CAD for Apparel Design and Production,27626,John Elrod,MW,1130-1330,Dawson Hall,264,-1
TXMI4210,Trend Analysis and Forecasting,48523,Yoo-Kyoung Seock,TR,1555-1710,Dawson Hall,202,31
TXMI4230,"Dress, Society, and Culture",27629,Katalin Medvedev,TR,0935-1050,Dawson Hall,312,15
TXMI4230,"Dress, Society, and Culture",64110,Katalin Medvedev,TR,1245-1400,Dawson Hall,306,13
TXMI4240,Fashion Promotion and Visual Merchandising,56516,Monica Sklar,TR,0800-0915,Barrow Hall,205,10
TXMI4250,Survey of Apparel and Soft Goods Manufacturing,56519,Gregory Vessels,MWF,0910-1000,Geography Geology,0200A,35
TXMI4260,Global Sourcing and Logistics of Textile Products and Apparel,27632,Gregory Vessels,MWF,1130-1220,Geography Geology,0200C,0
TXMI4280,Apparel Design Studio,40748,Laura McAndrews,TR,1110-1400,Barrow Hall,215,-5
TXMI4290,History of Dress and Fashion: Nineteenth Century to the Present,34018,Elizabeth Weigle,MWF,1240-1330,Zell B Miller Learning Center,150,-2
TXMI4320,Professional Practices in Residential Design,60003,Kim Meister,MWF,1350-1440,Barrow Hall,205,7
TXMI4380,Interior Fabrics and Materials:  Specifications and Estimations,53184,Catherine Trugman,TR,0935-1050,Physics,327,12
TXMI4520,Apparel and Textile Economics,27637,Catherine McClure,TR,0935-1050,Zell B Miller Learning Center,214,-2
TXMI4900,"Special Topics in Textiles, Merchandising and Interiors",64112,Vladimir Reukov,TR,1110-1225,Dawson Hall,308,20
TXMI4900,"Special Topics in Textiles, Merchandising and Interiors",64392,Jeyeon Jo,TR,0935-1050,Dawson Hall,264,24
TXMI4900,"Special Topics in Textiles, Merchandising and Interiors",67178,Catherine McClure,TR,1420-1535,Barrow Hall,208,0
TXMI4900,"Special Topics in Textiles, Merchandising and Interiors",68459,ShaMira Covington,TR,1555-1710,Barrow Hall,205,22
TXMI4960R,Faculty-Mentored Undergraduate Research I,66651,Yoo-Kyoung Seock,No days set,0001-2359,No Classroom Required,NCRR,4
TXMI5220,Fashion Product and Brand Management,56557,Yoo-Kyoung Seock,TR,1245-1400,Physics,303,0
TXMI5240,Retailing Apparel and Textiles,27639,Catherine McClure,TR,1110-1225,Zell B Miller Learning Center,214,30
TXMI5310,Studio VII:  Residential Interior Design for the Community,27642,Kim Meister,TR,1110-1400,Barrow Hall,216,0
TXMI5540,Retail Analytics and Applications,68717,Jewon Lyu,MWF,1130-1220,Dawson Hall,202,40
TXMI5900,Professional Development for the Fashion Industry,67284,Catherine McClure,W,1610-1700,Biological Science,0404B,12
TXMI6230,"Dress, Society, and Culture",64109,Katalin Medvedev,TR,0935-1050,Dawson Hall,312,4
TXMI6240,Fashion Promotion and Visual Merchandising,56518,Monica Sklar,TR,0800-0915,Barrow Hall,205,4
TXMI6290,History of Dress and Fashion: Nineteenth Century to the Present,68432,Elizabeth Weigle,MWF,1240-1330,Zell B Miller Learning Center,150,3
TXMI6320,Professional Practices in Residential Design,64111,Kim Meister,MWF,1350-1440,Building not yet assigned,Not set,5
TXMI6380,Interior Fabrics and Materials:  Specifications and Estimations,53185,Catherine Trugman,TR,0935-1050,Physics,327,5
